Unnamed: 0,name,url,year,certificate,rating,votes,plot,Action,Adventure,Comedy,Crime,Family,Fantasy,Mystery,Sci-Fi,Thriller,name_normalized
0,Spider-Man,https://www.imdb.com/title/tt5807780/?ref_=adv_li_tt,2018.0,T,9.2,"20,759","When a new villain threatens New York City, Peter Parker and Spider-Man's worlds collide. To save the city and those he loves, he must rise up and be greater.",True,True,False,False,False,True,False,False,False,spider-man
1,Red Dead Redemption II,https://www.imdb.com/title/tt6161168/?ref_=adv_li_tt,2018.0,M,9.7,"35,703","Amidst the decline of the Wild West at the turn of the 20th century, outlaw Arthur Morgan and his gang struggle to cope with the loss of their way of life.",True,True,False,True,False,False,False,False,False,red dead redemption ii
2,Grand Theft Auto V,https://www.imdb.com/title/tt2103188/?ref_=adv_li_tt,2013.0,M,9.5,"59,986",Three very different criminals team up for a series of heists and walk into some of the most thrilling experiences in the corrupt city of Los Santos.,True,False,False,True,False,False,False,False,False,grand theft auto v
3,God of War,https://www.imdb.com/title/tt5838588/?ref_=adv_li_tt,2018.0,M,9.6,"26,118","After wiping out the gods of Mount Olympus, Kratos moves on to the frigid lands of Scandinavia, where he and his son must embark on an odyssey across a dangerous world of gods and monsters.",True,True,False,False,False,False,False,False,False,god of war
4,Uncharted 4: A Thief's End,https://www.imdb.com/title/tt3334704/?ref_=adv_li_tt,2016.0,T,9.5,"28,722","Thrown back into the dangerous underworld he'd tried to leave behind, Nathan Drake must decide what he's willing to sacrifice to save the ones he loves.",True,True,False,False,False,False,False,False,False,uncharted 4: a thief's end
5,The Last of Us: Part II,https://www.imdb.com/title/tt6298000/?ref_=adv_li_tt,2020.0,M,8.5,"30,460","Five years after the events of The Last of Us, Ellie embarks on another journey through a post-apocalyptic America on a mission of vengeance against a mysterious militia.",True,True,False,False,False,False,False,False,False,the last of us: part ii
6,Horizon Forbidden West,https://www.imdb.com/title/tt12496904/?ref_=adv_li_tt,2022.0,T,9.2,"2,979",Aloy treks into an arcane region and faces new hostile enemies and threats in search of a way to heal the world from a deadly blight and catastrophic storms.,True,True,False,False,False,False,True,False,False,horizon forbidden west
7,The Last of Us,https://www.imdb.com/title/tt2140553/?ref_=adv_li_tt,2013.0,M,9.7,"60,590","In a hostile, post-pandemic world, Joel and Ellie, brought together by desperate circumstances, must rely on each other to survive a brutal journey across what remains of the United States.",True,True,False,False,False,False,False,False,False,the last of us
8,Detroit: Become Human,https://www.imdb.com/title/tt5158314/?ref_=adv_li_tt,2018.0,M,9.2,"16,907",Take control of three androids in their quest to discover who they really are.,True,True,False,False,False,False,False,False,False,detroit: become human
9,Death Stranding,https://www.imdb.com/title/tt5807606/?ref_=adv_li_tt,2019.0,M,8.8,"8,136",Deliveryman Sam Porter must travel across a ravaged wasteland and reconnect the city states of America formed after a mysterious apocalyptic event dubbed 'death stranding' left the world in ruins and plagued by supernatural tar creatures.,True,True,False,False,False,False,False,False,False,death stranding
10,Ghost of Tsushima,https://www.imdb.com/title/tt7651352/?ref_=adv_li_tt,2020.0,M,9.3,"8,452","Set in 1274 on the Tsushima Island, the last samurai, Jin Sakai, must master a new fighting style, the way of the Ghost, to defeat the Mongol forces and fight for the freedom and independence of Japan.",True,True,False,False,False,False,False,False,False,ghost of tsushima
11,Spider-Man: Miles Morales,https://www.imdb.com/title/tt12496734/?ref_=adv_li_tt,2020.0,T,8.5,"5,835","In this sequel of Marvel's Spider-Man (2018), you can play as Miles Morales as a new and different Spider-Man while he learns some stories about his will of fighting crime and serving justice by his mentor and former hero, Peter Parker.",True,True,False,False,False,True,False,False,False,spider-man: miles morales
13,Uncharted: Drake's Fortune,https://www.imdb.com/title/tt1000777/?ref_=adv_li_tt,2007.0,T,8.5,"20,343","Treasure hunter Nathan Drake, embarks in the adventure of his life searching for the legendary treasure, El Dorado while fighting a group of mercenaries.",True,True,False,False,False,True,False,False,False,uncharted: drake's fortune
14,Batman: Arkham Knight,https://www.imdb.com/title/tt3554580/?ref_=adv_li_tt,2015.0,M,9.0,"18,970","With his back against the wall, Batman turns to his closest allies to help him save Gotham City from the clutches of Scarecrow and the Arkham Knight's army. A familiar face also returns to give The Dark Knight a message he cannot ignore.",True,True,False,True,False,False,False,False,False,batman: arkham knight
17,Grand Theft Auto: San Andreas,https://www.imdb.com/title/tt0383385/?ref_=adv_li_tt,2004.0,M,9.4,"39,629","A family tragedy prompts gangster Carl ""CJ"" Johnson to return home, only to find it overrun by crime and corruption, which he must regain control of the streets before it gets even worse.",True,False,False,True,False,False,False,False,False,grand theft auto: san andreas
19,Far Cry 3,https://www.imdb.com/title/tt2321297/?ref_=adv_li_tt,2012.0,M,8.9,"18,775","While skydiving, Jason Brody and his friends land on an island overrun by pirates, where Jason is torn between fighting for the Rakyat resistance and rescuing his friends.",True,True,False,False,False,False,False,False,False,far cry 3
20,Star Wars Jedi: Fallen Order,https://www.imdb.com/title/tt5691474/?ref_=adv_li_tt,2019.0,T,8.5,"11,316","Set shortly after Revenge of the Sith, the player takes on the role of a Jedi padawan being hunted by the Empire after Order 66.",True,True,False,False,False,False,False,False,False,star wars jedi: fallen order
21,Elden Ring,https://www.imdb.com/title/tt10562854/?ref_=adv_li_tt,2022.0,M,9.5,"4,108","In a dark fantasy world created by Hidetaka Miyazaki (Dark Souls) and George R. R. Martin (A Song of Ice and Fire), the player is a Tarnished who is called back to the Lands Between to restore the Elden Ring and become the Elden Lord.",True,True,False,False,False,True,False,False,False,elden ring
22,Xenoblade Chronicles 3,https://www.imdb.com/title/tt18115292/?ref_=adv_li_tt,2022.0,T,9.0,84,"In the world of Aionios, two nations are locked in conflict: Keves, a technological powerhouse and Agnus, a magic-based society. Six soldiers hailing from these nations, will take part in a grand tale with life as its central theme.",True,True,False,False,False,True,False,False,False,xenoblade chronicles 3
23,Uncharted: The Nathan Drake Collection,https://www.imdb.com/title/tt5766946/?ref_=adv_li_tt,2015.0,T,9.4,"5,383","A remastered collection of Uncharted: Drake's Fortune (2007), Uncharted 2: Among Thieves (2009), and Uncharted 3: Drake's Deception (2011) for PlayStation 4.",True,True,False,False,False,True,False,False,False,uncharted: the nathan drake collection
24,Assassin's Creed Valhalla,https://www.imdb.com/title/tt12235026/?ref_=adv_li_tt,2020.0,M,8.1,"4,072",England in the age of the Vikings is a fractured nation of petty lords and warring kingdoms. Beneath the chaos lies a rich and untamed land waiting for a new conqueror. Will it be you?,True,True,False,False,False,True,False,False,False,assassin's creed valhalla
25,Marvel's Guardians of the Galaxy,https://www.imdb.com/title/tt14844718/?ref_=adv_li_tt,2021.0,T,8.7,"3,381","After an epic conflict known as the Galactic War swept through the cosmos. Star-Lord recently formed the Guardians of the Galaxy, they've been together for less than a year.",True,True,True,False,False,False,False,False,False,marvel's guardians of the galaxy
26,Grand Theft Auto: Vice City,https://www.imdb.com/title/tt0314123/?ref_=adv_li_tt,2002.0,M,9.2,"26,397","After being released from jail, Tommy Vercetti left Liberty City for Vice City, a city overrun by the mob. Now, Tommy is out to make Vice City his home.",True,False,False,True,False,False,False,False,False,grand theft auto: vice city
27,Uncharted 2: Among Thieves,https://www.imdb.com/title/tt1349460/?ref_=adv_li_tt,2009.0,T,9.4,"25,048","After being tracked down by Harry Flynn, Nathan Drake goes on a quest for Marco Polo's lost fleet. However when things take an unexpected turn for the worst, Drake must rely on those closest to him in order to find the Cintomani Stone.",True,True,False,False,False,True,False,False,False,uncharted 2: among thieves
28,The Witcher 3: Wild Hunt,https://www.imdb.com/title/tt2993508/?ref_=adv_li_tt,2015.0,M,9.7,"26,083",A monster hunter for hire embarks on an epic journey to find his former apprentice before The Wild Hunt can capture her and bring about the destruction of the world.,True,True,False,False,False,False,False,False,False,the witcher 3: wild hunt
29,Fallout: New Vegas,https://www.imdb.com/title/tt1706601/?ref_=adv_li_tt,2010.0,M,8.9,"12,296","After surviving a bullet to the head, Courier Six traverses the post-apocalyptic Mojave desert in search of the men who wronged him, while making an impact on thousands in the process.",True,True,False,False,False,False,False,True,False,fallout: new vegas
31,Horizon Zero Dawn,https://www.imdb.com/title/tt4044024/?ref_=adv_li_tt,2017.0,T,9.0,"14,234","In a primitive tribal world where strange, monstrous, animalistic machines roam the wilderness, a brave young female warrior goes on a quest to learn the truth about her mysterious origin and the state the world is in.",True,True,False,False,False,False,True,False,False,horizon zero dawn
32,Red Dead Redemption,https://www.imdb.com/title/tt1479962/?ref_=adv_li_tt,2010.0,M,9.5,"26,627",A former outlaw is forced by the federal government to hunt down the members of his old gang.,True,True,False,False,False,False,False,False,False,red dead redemption
33,Call of Duty: Modern Warfare,https://www.imdb.com/title/tt10417512/?ref_=adv_li_tt,2019.0,M,8.4,"5,256","Captain Price and the SAS partner with the CIA and the Urzikstani Liberation Force to retrieve stolen chemical weapons. The fight takes you from London to the Middle East and beyond, as this joint task force battles to stop a global war.",True,False,False,False,False,False,False,False,True,call of duty: modern warfare
34,Final Fantasy VII Remake,https://www.imdb.com/title/tt6057416/?ref_=adv_li_tt,2020.0,T,9.0,"3,635",Re-imagining of Final Fantasy VII (1997). A former soldier joins an eco-terrorist group in a mission against the electric power company he used to work for in order to protect the planet and all who reside on it.,True,True,False,False,False,True,False,False,False,final fantasy vii remake
36,The Elder Scrolls V: Skyrim,https://www.imdb.com/title/tt1814884/?ref_=adv_li_tt,2011.0,M,9.4,"29,382","After escaping execution, the last living Dragonborn must grow in strength and power to defeat the dragons that have once again begun to plague the land of Skyrim.",True,True,False,False,False,True,False,False,False,the elder scrolls v: skyrim
37,Fallout 4,https://www.imdb.com/title/tt4741306/?ref_=adv_li_tt,2015.0,M,8.6,"12,790","In the post-apocalyptic Boston, Massachusetts area, you play as the ""Sole Survior"" of Vault 111, recently revived from centuries of forced cryostasis, determined to find your kidnapped son.",True,True,False,False,False,False,False,True,False,fallout 4
38,Yakuza: Like a Dragon,https://www.imdb.com/title/tt11121754/?ref_=adv_li_tt,2020.0,M,8.7,536,"Ichiban Kasuga, a low-level Yakuza member looking to prove his self-worth, and follows him and his motley crew of unlikely allies as they attempt to rise from rags to riches in this modern human drama.",True,False,True,True,False,False,False,False,False,yakuza: like a dragon
39,Days Gone,https://www.imdb.com/title/tt6795336/?ref_=adv_li_tt,2019.0,M,8.3,"5,981","Two years after a devastating global pandemic, bounty hunter Deacon St. John faces a brutal struggle for survival, and a reason to live.",True,True,False,False,False,False,False,False,False,days gone
41,Grand Theft Auto IV,https://www.imdb.com/title/tt0802999/?ref_=adv_li_tt,2008.0,M,8.9,"34,553","Niko Bellic comes to Liberty City, America to live the good life, but ends up having to assist his dangerously indebted cousin Roman with his financial troubles, by any (mostly illegal) means necessary.",True,False,False,True,False,False,False,False,False,grand theft auto iv
42,Batman: Arkham City,https://www.imdb.com/title/tt1568322/?ref_=adv_li_tt,2011.0,T,9.4,"30,763","When part of Gotham is turned into a private reserve for criminals known as Arkham City, all hell is sure to break loose, and the Dark Knight is the only one who can stop it.",True,True,False,True,False,False,False,False,False,batman: arkham city
43,Tiny Tina's Wonderlands,https://www.imdb.com/title/tt14831458/?ref_=adv_li_tt,2022.0,M,8.2,350,"Embark on an epic adventure full of whimsy, wonder, and high-powered weaponry. Bullets, magic, and broadswords collide across this chaotic fantasy world brought to life by the unpredictable Tiny Tina.",True,True,True,False,False,False,False,False,False,tiny tina's wonderlands
46,Assassin's Creed: Odyssey,https://www.imdb.com/title/tt8545606/?ref_=adv_li_tt,2018.0,M,8.5,"7,034","Set in 431 BC during the Pelopenesian War, play as either a male or female mercenary as you embark on your own epic odyssey to become a legendary Spartan hero in a world where every choice matters.",True,True,False,False,False,True,False,False,False,assassin's creed: odyssey
48,Resident Evil Village,https://www.imdb.com/title/tt12497042/?ref_=adv_li_tt,2021.0,M,8.7,"4,707",Ethan Winters' world suddenly comes crashing down when Chris Redfield's appearance sets off a chain of events that ultimately leads him to a mysterious village.,True,True,False,False,False,False,False,False,False,resident evil village
49,L.A. Noire,https://www.imdb.com/title/tt1764429/?ref_=adv_li_tt,2011.0,M,8.7,"15,448","Cole Phelps, a war hero and rookie cop, moves up the ranks and solves dark cases in 1940s Los Angeles.",True,False,False,True,False,False,False,False,False,l.a. noire
53,Batman: Arkham Asylum,https://www.imdb.com/title/tt1282022/?ref_=adv_li_tt,2009.0,T,9.2,"27,584",You control Batman as he fights to subdue The Joker and his fellow inmates when they seize control of the Asylum on Arkham Island.,True,True,False,True,False,False,False,False,False,batman: arkham asylum
54,Lego Star Wars: The Skywalker Saga,https://www.imdb.com/title/tt10461542/?ref_=adv_li_tt,2022.0,E10+,9.0,"1,627",Play through all nine Star Wars films in a LEGO Game of epic proportions.,True,True,True,False,False,False,False,False,False,lego star wars: the skywalker saga
55,Assassin's Creed IV: Black Flag,https://www.imdb.com/title/tt2739708/?ref_=adv_li_tt,2013.0,M,8.7,"16,919","A video game where you play as sailor, privateer and assassin Edward Kenway exploring on and around the islands in the Caribbean Sea during the early 17th century.",True,True,False,False,False,False,False,False,False,assassin's creed iv: black flag
56,Uncharted: The Lost Legacy,https://www.imdb.com/title/tt6304452/?ref_=adv_li_tt,2017.0,T,8.5,"7,173","Chloe returns in The Lost Legacy on the hunt for an ancient Indian artifact, the fabled Tusk of Ganesh. To help uncover the Tusk and keep it out of the hands of a ruthless warmonger, she enlists the help of mercenary Nadine Ross.",True,True,False,False,False,False,True,False,False,uncharted: the lost legacy
57,Injustice 2,https://www.imdb.com/title/tt5769154/?ref_=adv_li_tt,2017.0,T,8.5,"3,939","Following the end of Superman's totalitarian reign over the Earth, Batman and his allies attempt to piece the world back together only to be faced with a new threat that will cause them to do the unthinkable.",True,True,False,False,False,True,False,False,False,injustice 2
59,Uncharted 3: Drake's Deception,https://www.imdb.com/title/tt1800763/?ref_=adv_li_tt,2011.0,T,9.0,"21,974","Treasure hunter Nathan Drake embarks on a quest in search of the Atlantis of the Sands while battling an ancient, sinister organization.",True,True,False,False,False,True,False,False,False,uncharted 3: drake's deception
60,Mass Effect,https://www.imdb.com/title/tt1073668/?ref_=adv_li_tt,2007.0,M,9.1,"18,158","In a technologically advanced future, an elite human soldier takes command of a prototype star ship and works to defend the galaxy from danger.",True,True,False,False,False,False,False,False,False,mass effect
61,Assassin's Creed II,https://www.imdb.com/title/tt1201133/?ref_=adv_li_tt,2009.0,M,9.1,"23,066","Desmond Miles is trained to become a modern-day Assassin through the resurrected memories of ancestor Ezio Auditore da Firenze, who uncovers a massive Templar conspiracy in Renaissance Italy leading to the new Pope.",True,True,False,False,False,False,False,True,False,assassin's creed ii
62,Mass Effect 2,https://www.imdb.com/title/tt1540125/?ref_=adv_li_tt,2010.0,M,9.5,"19,912","After being revived from death and having to join a pro-human organization without a choice, Commander Shepard must assemble a team, battle a new threat, and make tough choices in order to save the galaxy from total annihilation once more.",True,True,False,False,False,False,False,False,False,mass effect 2
63,Metal Gear Solid V: The Phantom Pain,https://www.imdb.com/title/tt2370518/?ref_=adv_li_tt,2015.0,M,8.8,"7,477","After awakening from a nine year coma, Big Boss forms a new mercenary group called, Diamond Dogs, and teams up with his former rival, Ocelot, to track down the men responsible for the destruction of MSF.",True,True,False,False,False,False,False,False,False,metal gear solid v: the phantom pain
66,Tomb Raider,https://www.imdb.com/title/tt1797530/?ref_=adv_li_tt,2013.0,M,8.8,"18,376","Armed with only the raw instincts and physical ability, experience Lara Croft's intense origin story from a young woman to a hardened survivor.",True,True,False,False,False,True,False,False,False,tomb raider
69,Kingdom Hearts III,https://www.imdb.com/title/tt2973418/?ref_=adv_li_tt,2019.0,E10+,8.2,"2,066","Believing light and darkness must remain in balance, Master Xehanort seeks to spark war against the ""tyranny of light"" to restore equilibrium.",True,True,False,False,True,False,False,False,False,kingdom hearts iii
70,Saints Row: The Third,https://www.imdb.com/title/tt2124034/?ref_=adv_li_tt,2011.0,M,8.1,"6,103","After the Saints have transformed from a small town street gang to pop culture giants, they decide to take over another city called Steelport.",True,False,True,True,False,False,False,False,False,saints row: the third
71,Cuphead,https://www.imdb.com/title/tt4779924/?ref_=adv_li_tt,2017.0,E,8.6,"2,720",An anthropomorphic cup embarks on a journey and fights a series of bosses to repay a debt to the devil.,True,True,False,False,False,False,False,False,False,cuphead
73,Control,https://www.imdb.com/title/tt8585800/?ref_=adv_li_tt,2019.0,M,8.1,"3,708","You are Jesse Faden, a young woman with a troubled past. You become the new Director of the Bureau of Control - Our frontline in researching and fighting against supernatural enemies like the Hiss threatening our very existence.",True,True,False,False,False,False,False,False,False,control
74,Assassin's Creed: Origins,https://www.imdb.com/title/tt7025920/?ref_=adv_li_tt,2017.0,M,8.5,"7,831","A prequel to the Assassin's Creed Franchise set in Egypt from 48 BC where Bayek, a Medjay, begins the foundation of the Assassin's Brotherhood.",True,True,False,False,False,True,False,False,False,assassin's creed: origins
76,God of War III,https://www.imdb.com/title/tt1199781/?ref_=adv_li_tt,2010.0,M,9.1,"10,355","Armed with his deadly double-chained blades, Kratos must take on Greek mythology's darkest creatures to destroy Olympus and the mighty Zeus himself.",True,True,False,False,False,True,False,False,False,god of war iii
77,Call of Duty: Black Ops,https://www.imdb.com/title/tt1632479/?ref_=adv_li_tt,2010.0,M,8.3,"19,173","Former Marine Captain and CIA operative Alex Mason, upon interrogation by an unknown party, recounts his violent experiences with the Bay of Pigs, a radical Soviet conspiracy, and the Vietnam war.",True,False,False,False,False,False,False,False,True,call of duty: black ops
78,Batman: Arkham Origins,https://www.imdb.com/title/tt2842418/?ref_=adv_li_tt,2013.0,T,8.2,"13,655","Years before the Arkham incidents, the neophyte Dark Knight finds himself the target of an open murder contract courtesy of Black Mask that draws eight of the world's deadliest assassins and a new criminal named The Joker.",True,True,False,True,False,False,False,False,False,batman: arkham origins
79,Mass Effect 3,https://www.imdb.com/title/tt1839558/?ref_=adv_li_tt,2012.0,M,9.1,"15,572","Earth is under attack by a monstrous race of gigantic living ships known as the Reapers. Even if Commander Shepard could unite all surviving species in the galaxy, only a miracle could save them. Then again, Shepard did come back from the dead.",True,True,False,False,False,False,False,True,False,mass effect 3
80,Mass Effect: Legendary Edition,https://www.imdb.com/title/tt14849728/?ref_=adv_li_tt,2021.0,M,9.7,"1,583",A compilation of the first three Mass Effect games.,True,True,False,False,False,False,False,True,False,mass effect: legendary edition
81,Call of Duty: Modern Warfare 2,https://www.imdb.com/title/tt1450746/?ref_=adv_li_tt,2009.0,M,8.8,"23,450","A massacre at a Russian airport leads to a war between Russia and the United States. Meanwhile, a Task Force is sent to find the perpetrators and bring the bloodshed to an end.",True,False,False,False,False,False,False,False,True,call of duty: modern warfare 2
85,Minecraft,https://www.imdb.com/title/tt2011970/?ref_=adv_li_tt,2009.0,E10+,8.5,"10,880","Welcome to the world of Minecraft where you can build, brew potions, enchant your armor and tools and adventure other biomes. Visit the Nether, or even defeat the Ender Dragon in the End.",True,True,False,False,True,False,False,False,False,minecraft
86,Resident Evil VII: Biohazard,https://www.imdb.com/title/tt3569570/?ref_=adv_li_tt,2017.0,M,8.6,"7,633",An ordinary man must embark on a search to find his missing wife that leads him to an abandoned house where a mysterious family lives who harbor an evil secret within the house and themselves.,True,False,False,False,False,False,False,False,False,resident evil vii: biohazard
88,Mafia: Definitive Edition,https://www.imdb.com/title/tt12354406/?ref_=adv_li_tt,2020.0,M,8.3,"2,442",The game follows Thomas Angelo where his life as a hard-working taxi driver is forever changed after a fateful run-in with the Italian Mafia.,True,True,False,True,False,False,False,False,False,mafia: definitive edition
89,Far Cry 4,https://www.imdb.com/title/tt3742988/?ref_=adv_li_tt,2014.0,M,8.1,"9,674","To fulfil his mother's dying wish, Ajay Ghale travels to Kyrat to scatter her ashes. Before he can accomplish this, though, he must end a civil war between the Golden Path and Min's forces.",True,True,False,False,False,False,False,False,False,far cry 4
93,Resident Evil 4,https://www.imdb.com/title/tt0397042/?ref_=adv_li_tt,2005.0,M,9.2,"13,129","Six years after the events in Raccoon City, Leon Kennedy, now a federal agent, is sent to a rural part of Spain to rescue the U.S. President's kidnapped daughter, Ashley Graham from a sinister cult.",True,True,False,False,False,True,False,False,False,resident evil 4
94,God of War,https://www.imdb.com/title/tt0416779/?ref_=adv_li_tt,2005.0,M,9.1,"10,150","After 10 years of endless nightmares and servitude to the gods of Olympus, Kratos is assigned with a final task, to kill Ares, the God of War.",True,True,False,False,False,True,False,False,False,god of war
97,Resident Evil 2,https://www.imdb.com/title/tt7826034/?ref_=adv_li_tt,2019.0,M,9.1,"7,029","Re-imagining of Resident Evil 2 (1998), with a third-person over-the-shoulder view, new details, rearranged and new areas, no more loading screen doors, new puzzle solving opportunities, a gunpowder crafting mechanic and more.",True,False,False,False,False,False,False,True,False,resident evil 2
99,Grand Theft Auto III,https://www.imdb.com/title/tt0277723/?ref_=adv_li_tt,2001.0,M,8.7,"15,703","A young bank robber escapes from police custody and works his way up through the mafia ladder of crime-ridden Liberty City, USA.",True,False,False,True,False,False,False,False,False,grand theft auto iii
101,BioShock Infinite,https://www.imdb.com/title/tt1712064/?ref_=adv_li_tt,2013.0,M,9.1,"20,162","A man is sent to the flying city of Columbia to find a missing girl. However, upon arrival he discovers that the city, its people, and his objective are all not what they seem.",True,True,False,False,False,False,False,False,False,bioshock infinite
104,The Legend of Zelda: Breath of the Wild,https://www.imdb.com/title/tt3253986/?ref_=adv_li_tt,2017.0,E10+,9.4,"7,138","After a century of hibernation, Link reawakens to once again save a ruined Hyrule from a great evil.",True,True,False,False,False,True,False,False,False,the legend of zelda: breath of the wild
108,BioShock,https://www.imdb.com/title/tt1094581/?ref_=adv_li_tt,2007.0,M,9.1,"19,731","In 1960, a lone survivor of a plane crash named Jack discovers an abandoned underwater utopia, only to find out that the mystery behind its creation is much more sinister than he first believed.",True,True,False,False,False,False,False,False,False,bioshock
109,Borderlands 3,https://www.imdb.com/title/tt10101078/?ref_=adv_li_tt,2019.0,M,8.1,"1,848","In this FPS/RPG, Troy and Tyreen Calypso learn of other Vaults beyond the planet Pandora, and form a violent cult named the ""Children of the Vault"" to gain possession of them, while Lilith recruits the ""Vault Hunter"" to get to them first.",True,True,True,False,False,False,False,False,False,borderlands 3
110,Evil Dead: The Game,https://www.imdb.com/title/tt13804506/?ref_=adv_li_tt,2022.0,M,8.5,241,Step into the shoes of Ash Williams or his friends from the iconic Evil Dead franchise and work together in a game loaded with over-the-top co-op and PVP multiplayer action.,True,False,False,False,False,True,False,False,False,evil dead: the game
111,Halo Infinite,https://www.imdb.com/title/tt9437014/?ref_=adv_li_tt,2021.0,T,8.3,"1,883","When all hope is lost and humanity's fate hangs in the balance, Master Chief is ready to confront the most ruthless foe he's ever faced.",True,True,False,False,False,False,True,False,False,halo infinite
112,Dragon Age: Inquisition,https://www.imdb.com/title/tt3763912/?ref_=adv_li_tt,2014.0,M,8.6,"4,902","When the Conclave is destroyed, leaving only one survivor, demons are loosed up on the world. In an attempt to restore order and save the world, the survivor--now the inquisitor-- instigates the long forgotten inquisition.",True,True,False,False,False,True,False,False,False,dragon age: inquisition
115,Fallout 3,https://www.imdb.com/title/tt1073664/?ref_=adv_li_tt,2008.0,M,9.1,"18,904","Centuries following nuclear war, a teen leaves the safety of an underground vault in order to find their father, who left in hopes of creating a water purifier.",True,True,False,False,False,False,False,True,False,fallout 3
118,Beyond: Two Souls,https://www.imdb.com/title/tt2192570/?ref_=adv_li_tt,2013.0,M,8.4,"11,915","Live the life of Jodie Holmes, a young woman who possesses supernatural powers through her psychic link to a mysterious invisible entity.",True,True,False,False,False,False,False,False,False,beyond: two souls
119,Rise of the Tomb Raider,https://www.imdb.com/title/tt3791072/?ref_=adv_li_tt,2015.0,M,8.5,"9,360","Lara Croft continues her late father's research, trekking across Siberia in search of the answers her father couldn't find, facing off against an ancient and ruthless shadow organisation.",True,True,False,False,False,True,False,False,False,rise of the tomb raider
120,Max Payne 3,https://www.imdb.com/title/tt1407064/?ref_=adv_li_tt,2012.0,M,8.6,"10,501","The ex-cop turned private security guard for a wealthy family in Sao Paulo, Brazil finds himself thrown into a new deadly conflict.",True,False,False,True,False,False,False,False,False,max payne 3
122,Mafia II,https://www.imdb.com/title/tt1181833/?ref_=adv_li_tt,2010.0,M,8.5,"10,355","The chronicles of Vito Scalletta, a young Italian immigrant who joins the Italian mafia, but soon gets in over his head when illegal drug dealing and deception take place.",True,False,False,True,False,False,False,False,False,mafia ii
123,Dying Light,https://www.imdb.com/title/tt3706490/?ref_=adv_li_tt,2015.0,M,8.2,"4,182","First-person action survival game set in a post-apocalyptic open world overrun by flesh-hungry zombies. Roam a city devastated by a mysterious virus epidemic. Scavenge for supplies, craft weapons, and face hordes of the infected.",True,True,False,False,False,False,False,False,False,dying light
125,Yakuza 0,https://www.imdb.com/title/tt3983144/?ref_=adv_li_tt,2015.0,M,8.9,"1,482","Kiryu and Majima, both Yakuza's who are in different cities in Japan in 1988, as the fate of the two characters become intertwined in a gritty, violent, and often touching narrative.",True,False,False,True,False,False,False,False,False,yakuza 0
126,Bully,https://www.imdb.com/title/tt0888006/?ref_=adv_li_tt,2006.0,T,8.6,"5,222",A troubled teen is dropped off at the worst school in the country and must survive by rising through the rankings of the school system.,True,False,True,False,False,False,False,False,False,bully
129,Devil May Cry 5,https://www.imdb.com/title/tt8651604/?ref_=adv_li_tt,2019.0,M,8.5,"2,004","Years have passed since the legions of hell have set foot in this world, but now a new demonic invasion has begun, and humanity's last hope will rest in the hands of three lone demon hunters, each offering a radically different play style.",True,True,False,False,False,True,False,False,False,devil may cry 5
130,Bloodborne,https://www.imdb.com/title/tt3814634/?ref_=adv_li_tt,2015.0,M,9.2,"5,444","A hunter awakens in the plagued lands of Yharnam, where the denizens have succumb to beast hood, in an attempt to learn the truth and how to end the plague, unbeknownst of the true horror lurking within the city.",True,True,False,False,False,True,False,False,False,bloodborne
131,God of War II,https://www.imdb.com/title/tt0846694/?ref_=adv_li_tt,2007.0,M,9.2,"9,109","After being betrayed by the gods of Olympus and annulled of his divine powers, Kratos must embark on a journey to meet the Sisters of Fate and take his revenge on Olympus.",True,True,False,False,False,True,False,False,False,god of war ii
133,Sleeping Dogs,https://www.imdb.com/title/tt2241982/?ref_=adv_li_tt,2012.0,M,8.3,"6,907","Asian-American cop Wei Shen goes undercover in Hong Kong to infiltrate a Triad organization. However, he is soon torn between his duty as a police officer and the organization he helped rise through the ranks.",True,False,False,True,False,False,False,False,False,sleeping dogs
135,Sekiro: Shadows Die Twice,https://www.imdb.com/title/tt8558306/?ref_=adv_li_tt,2019.0,M,8.8,"3,057","Set in a reimagining of 1500s Sengoku era Japan. An unnamed shinobi, tasked with protecting a young lord of mystical lineage, who is left for dead when a powerful samurai attacks and chops off his arm.",True,True,False,False,False,True,False,False,False,sekiro: shadows die twice
136,Middle-Earth: Shadow of War,https://www.imdb.com/title/tt6579422/?ref_=adv_li_tt,2017.0,M,8.2,"2,607","The sequel to the critically acclaimed Middle-Earth: Shadow of Mordor (2014) features an original story with the return of Talion and Celebrimbor, who must go behind enemy lines to forge an army and turn all of Mordor against the Dark Lord Sauron.",True,True,False,False,False,True,False,False,False,middle-earth: shadow of war
137,Overwatch,https://www.imdb.com/title/tt4332152/?ref_=adv_li_tt,2016.0,T,8.3,"4,912","After a devastating war against a combat-ready team of intelligent machines known as Omnics, the former agents of the heroic team known as Overwatch must join forces once more to fight a new threat.",True,True,False,False,False,True,False,False,False,overwatch
139,Hitman 3,https://www.imdb.com/title/tt12497188/?ref_=adv_li_tt,2021.0,M,8.5,"1,129","Together with Diana Burnwood and Lucas Grey, Agent 47 must face off against The Constant and his mysterious colleagues to take down Providence once and for all.",True,False,False,True,False,False,True,False,False,hitman 3
